Sail Number,Start Time,Finish Time,Elapsed Time,Speed,Course Length,Course Angle,Title,First Name,Last Name,Craft,Master or Junior,Novice,Professional
97,13:53:46,13:55:02,76.7292,13.72,541,69,Mr,mike,price,Sailboard,Neither,No,No
27,14:32:50,14:34:09,78.3233,13.44,541,69,Mr,Trevor Lyn,Whatford,Sailboard,Master,No,No
83,13:49:56,13:51:15,78.7532,13.37,541,69,Mr,David,Tuttlebee,Sailboard,Master,No,No
276,14:10:29,14:11:50,81.143,12.97,541,69,Mr,Ian,Grounds,Sailboard,Master,No,No
388,14:31:58,14:33:20,81.8826,12.86,541,69,Mr,George,Turpin,Sailboard,Junior,Yes,No
102,13:55:21,13:56:45,83.7679,12.57,541,69,Mrs,Linda,Cleary,Sailboard,Neither,Yes,No
171,14:07:59,14:09:28,88.7022,11.87,541,69,Mr,sean,carroll,Sailboard,Neither,No,No
276,14:02:34,14:04:04,90.1585,11.68,541,69,Mr,Ian,Grounds,Sailboard,Master,No,No
51,13:55:17,13:56:47,91.359,11.52,541,69,Mr,Clive,Ellis,Sailboard,Master,No,No
171,13:59:05,14:00:35,91.4465,11.51,541,69,Mr,sean,carroll,Sailboard,Neither,No,No
101,15:39:58,15:41:31,92.3245,11.40,541,69,Mr,Torix,Bennett,Boat,Master,No,No
29,14:04:51,14:06:32,101.484,10.37,541,69,Mr,tony,robinson,Sailboard,Master,No,No
609,15:33:26,15:35:11,104.402,10.08,541,69,Mr,stacey,vass,Kite Board,Neither,No,Yes
343,14:02:06,14:04:09,121.706,8.65,541,69,Mr,Peter,Crook,Sailboard,Master,Yes,No
863,15:24:27,15:27:00,152.176,6.92,541,69,Mr,Duncan,Adam,Sailboard,Neither,No,No
609,14:48:27,14:51:03,156.162,6.74,541,69,Mr,stacey,vass,Kite Board,Neither,No,Yes
181,13:50:00,13:52:52,170.899,6.16,541,69,Mr,Pete,Martin,Sailboard,Neither,No,No
